KH2012:KH.C11.249	KH2012:KH.S605.3	KH2012:KH.C8.774	KH2012:KH.L141.21	KH2012:KH.L152.2	KH2012:KH.C9.850	KH2012:KH.C9.423	KH2012:KH.C1.369	KH2012:KH.C14.65	KH2012:KH.C11.468	KH2012:KH.C12.650	KH2012:KH.C13.36	KH2012:KH.L40.18	KH2012:KH.C10.264	KH2012:KH.L22.52	KH2012:KH.L110.3	KH2012:KH.C9.512	KH2012:KH.C3.736	KH2012:KH.C7.487	KH2012:KH.L96.23	KH2012:KH.C1.697	KH2012:KH.C6.94	KH2012:KH.C7.473	KH2012:KH.L87.11	KH2012:KH.C8.659	KH2012:KH.C13.22	KH2012:KH.C10.152	KH2012:KH.C11.600	KH2012:KH.C2.48	KH2012:KH.C11.212	KH2012:KH.C8.372	KH2012:KH.C7.559	KH2012:KH.C1.1064	KH2012:KH.L141.43	KH2012:KH.C1.175	KH2012:KH.C5.62	KH2012:KH.C9.757	KH2012:KH.C4.699	KH2012:KH.C1.669	KH2012:KH.C10.364	KH2012:KH.C9.837	KH2012:KH.L13.35	KH2012:KH.C7.753	KH2012:KH.C3.315	KH2012:KH.L65.8	KH2012:KH.C14.116	KH2012:KH.C5.596	KH2012:KH.S908.2	KH2012:KH.C2.33	KH2012:KH.C3.516	KH2012:KH.C8.660	KH2012:KH.C1.1017	KH2012:KH.L30.2	KH2012:KH.C2.932	KH2012:KH.L155.23	KH2012:KH.C7.261	KH2012:KH.L141.36	KH2012:KH.C4.42	KH2012:KH.C10.350	KH2012:KH.C14.426	KH2012:KH.C7.427	KH2012:KH.C5.630	KH2012:KH.L18.58	KH2012:KH.L116.40	KH2012:KH.L130.10	KH2012:KH.C13.146	KH2012:KH.C6.138	KH2012:KH.S1061.3	KH2012:KH.C7.199	KH2012:KH.C14.311	KH2012:KH.C11.360	KH2012:KH.L116.21	KH2012:KH.C14.483	KH2012:KH.C9.541	KH2012:KH.C6.291	KH2012:KH.C8.635	KH2012:KH.C12.84	KH2012:KH.C6.155	KH2012:KH.C11.442	KH2012:KH.C3.21	KH2012:KH.C11.490	KH2012:KH.L87.38	KH2012:KH.C7.64	KH2012:KH.L96.86	KH2012:KH.C8.877	KH2012:KH.S406.9	KH2012:KH.S406.15	KH2012:KH.L9.13	KH2012:KH.C9.48	KH2012:KH.C8.482	KH2012:KH.C3.330
0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	3	0	2	0	1	3	2	0	13	0	2	1	0	1	1	52	0	8	0	0	1	2	0	1	0	0	0	3	0	0	0	0	0	4	1	0	3	0	1	0	0	9	1	2	4	0	0	8	1	2	2	4	1	0	0	0	0	2	0	3	0	0	8	0	0	0	0	20	14	2	3	2	0	1
0	0	3	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	4	0	0	5	14	0	8	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
37	1	29	3	8	4	5	1	9	0	5	1	1	2	5	0	0	4	0	3	0	5	5	4	1	8	1	0	0	0	2	0	7	0	13	1	1	1	3	0	0	5	1	1	11	0	3	0	3	0	1	1	4	1	0	2	3	2	1	0	0	0	0	3	22	0	0	3	0	0	0	2	0	10	2	0	1	0	0	1	2	0	0	1	1	0	2	0	2	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	4	0	2	0	3	32	1	0	8	0	0	4	0	0	0	54	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	5	1	0	20	0	1	0	0	0	1	1	0	0	0	2	0	0	0	1	2	1	0	2	2	2	1	0	0	0	11	9	0	6	0	1	13
0	0	17	1	3	3	0	0	7	0	0	2	2	1	0	0	0	5	0	0	0	7	1	6	0	7	1	2	8	1	1	2	19	0	4	0	0	5	1	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	1	0	0	3	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	5	1	0	0	12	7	0	1	1	0	1
3	0	1	0	1	0	0	0	3	0	6	0	0	7	0	0	0	3	0	0	1	1	1	0	0	3	0	0	1	0	0	1	7	0	5	1	0	0	5	0	0	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0
32	0	33	0	2	1	1	0	9	1	1	0	1	1	0	0	3	12	0	2	1	1	3	1	0	3	1	1	1	0	0	3	23	0	7	0	0	1	0	2	0	2	0	0	5	0	1	0	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0	0	9	0	0	2	0	0	0	1	0	0	0	0	1	0	1	1	3	0	0	1	1	1	3	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	2	6	0	0	1	0	0	2	0	5	0	0	0	10	0	0	0	1	4	0	61	0	4	0	1	3	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	6	2	0	1	0	0	5	3	1	0	0	0	0	0	0	0	4	1	2	0	0	2	0	7	0	1	17	13	0	5	0	1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	1	0	0	2	0	0	0	0	0	0	29	0	3	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	1	0	1	0	0	1	1	1	3	0	0	0	0	0	0	0	0	1	1	1	0	1	3	1	0	0	0	12	10	2	9	1	3	5
0	0	0	3	0	0	0	0	0	1	0	1	2	2	0	0	0	4	0	0	0	5	1	1	0	9	0	0	2	0	0	0	38	1	3	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	6	0	0	8	0	0	1	0	1	5	5	0	0	6	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	8	10	1	3	0	1	6
0	0	0	0	0	0	0	0	1	0	0	0	3	3	0	0	1	2	0	0	0	1	31	3	0	15	0	0	4	0	0	0	59	0	4	0	0	0	6	0	0	0	0	0	1	0	3	0	0	0	3	1	1	0	0	2	0	0	10	0	2	0	0	0	2	2	0	0	0	0	0	0	0	1	3	4	2	2	0	4	1	0	0	0	7	10	0	8	0	0	12
0	1	3	0	7	2	0	0	4	1	0	6	3	3	0	1	0	7	0	1	0	5	5	3	0	0	0	0	3	0	0	0	36	2	3	0	0	2	1	0	1	0	0	0	1	1	1	0	0	0	3	0	1	0	1	0	0	0	6	2	1	0	1	1	5	4	0	0	2	5	0	0	0	9	1	0	0	0	2	2	3	1	0	5	10	4	0	0	1	0	1
1	0	11	0	0	0	0	0	6	1	0	0	2	1	0	0	0	0	0	0	0	2	0	3	3	1	1	0	1	0	1	1	40	0	5	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	6	1	1	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	0	2	1	0	0	0	1
2	4	25	0	10	5	0	0	33	1	3	1	6	15	1	1	7	12	5	5	2	6	5	13	5	15	2	7	3	17	6	8	14	1	24	0	0	8	8	0	0	0	0	0	8	4	4	0	2	0	6	1	2	0	2	3	1	4	4	1	1	1	3	7	7	7	0	7	0	1	0	1	2	3	3	0	0	0	3	7	0	1	0	0	6	5	2	1	0	0	2
0	0	0	0	0	0	0	0	1	0	0	1	0	7	0	0	1	3	0	0	0	4	2	0	0	10	0	0	2	0	1	0	69	0	4	0	0	7	1	0	0	0	0	1	3	0	0	0	0	0	1	0	0	1	2	12	0	2	12	1	1	1	0	2	8	9	0	0	0	2	0	0	0	0	5	1	3	1	4	5	4	3	0	0	19	20	2	10	0	6	8
3	2	13	0	11	6	2	0	26	1	0	0	3	3	0	0	3	5	3	5	6	4	0	8	2	11	0	0	4	4	7	0	77	3	14	1	0	6	8	2	3	2	0	2	6	6	2	0	2	0	4	2	1	0	0	5	0	4	11	3	2	0	0	5	8	5	1	4	0	1	0	2	0	1	5	0	0	2	0	1	0	1	0	1	4	6	4	1	1	0	3
0	0	14	6	5	3	0	2	8	1	0	12	1	7	0	0	0	9	3	5	0	6	8	6	0	10	1	1	5	0	3	0	45	0	5	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	8	0	1	0	2	6	1	1	12	6	3	0	2	1	9	2	0	0	3	0	0	0	1	4	1	0	5	0	0	1	1	0	0	1	9	10	0	2	1	2	4
0	0	10	9	2	2	0	8	7	0	0	9	0	4	1	0	0	5	0	0	0	7	15	3	0	1	0	0	2	1	0	0	55	0	8	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	8	0	0	2	0	0	0	1	7	3	2	0	0	0	9	3	1	1	0	1	0	0	0	4	6	0	0	0	0	1	5	0	0	0	12	6	1	1	0	1	0
0	0	11	0	0	0	0	3	7	0	2	1	1	2	0	0	0	0	0	0	0	4	1	1	1	9	0	0	1	0	0	0	36	1	7	0	0	2	0	0	1	0	0	0	5	0	3	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	6	0	1	1	1	2	1	0	1	0	2	3	2	0	0	0	0
0	9	2	0	4	2	0	0	2	1	0	8	2	3	0	0	0	5	1	0	0	8	3	3	0	0	2	3	3	0	0	0	36	0	3	0	2	3	1	1	1	0	0	0	1	3	0	0	2	0	1	1	1	0	1	3	0	0	10	3	1	1	0	1	8	2	1	1	0	1	0	0	0	3	0	0	1	0	1	2	3	2	0	0	14	10	0	0	0	0	0
26	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	5	2	0	0	0	0	1	5	0	7	0	0	1	0	0	0	2	0	0	3	0	2	4	1	0	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0
23	0	12	0	0	1	3	0	1	0	8	0	1	3	1	1	1	8	0	1	1	4	0	1	0	1	1	1	0	12	4	0	5	0	9	2	0	1	0	0	0	0	1	0	3	1	2	2	1	0	1	0	2	0	1	2	0	3	2	0	0	0	1	0	6	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	6	0	3	0	2	0	0	0	0	8	0	0	0	4	5	4	0	3	1	0	0	0	1	0	19	0	2	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	2	0	1	0	0	1	0	0	10	0	1	0	0	0	8	0	0	2	1	1	0	0	0	0	2	1	1	1	0	0	0	1	0	0	6	7	0	0	0	2	0
40	0	15	0	23	8	0	2	44	5	1	0	7	25	1	0	8	3	9	1	2	5	0	9	2	0	3	1	9	0	13	0	94	1	27	1	2	3	28	0	0	4	1	2	12	5	4	3	4	0	5	2	0	0	0	0	1	9	9	0	1	0	2	23	36	1	1	2	0	0	0	1	3	7	4	0	0	1	0	0	1	0	1	0	2	6	5	0	2	0	2
0	0	52	2	16	7	0	12	22	1	1	4	2	8	0	0	0	5	5	0	2	8	13	11	0	11	2	1	18	1	2	1	58	0	21	1	1	20	4	0	1	0	0	4	4	1	12	0	1	0	10	4	0	0	3	16	0	2	11	6	7	2	3	5	14	4	1	0	2	3	0	0	1	2	12	4	5	0	1	4	2	0	0	1	14	17	1	2	1	0	7
6	20	3	0	6	7	0	0	14	1	2	2	2	6	0	4	3	17	2	0	0	7	2	3	0	0	0	0	7	0	2	0	25	2	10	1	4	3	2	0	4	1	0	1	3	7	0	0	1	0	2	0	2	0	0	1	0	4	7	3	0	1	0	1	14	1	1	2	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	3
0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	2	0	0	7	0	0	1	0	0	0	22	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	4	0	1	0	0	0	4	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	9	9	0	8	0	1	0
0	0	17	1	6	2	1	0	6	0	7	0	0	3	0	2	2	4	0	2	0	5	5	2	0	5	2	0	2	1	0	1	17	1	6	2	0	4	2	0	0	2	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	4	1	1	0	0	0	2	17	3	0	3	0	1	0	0	0	2	2	0	1	0	1	1	2	0	0	0	2	3	0	0	1	0	2
0	5	3	0	6	5	0	0	5	1	0	0	4	5	0	3	1	9	0	2	1	4	1	1	1	6	1	0	2	0	3	3	11	0	5	1	4	4	6	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	1	2	1	0	2	1	0	0	0	2	1	13	1	3	0	1	0	1	0	1	0	0	0	0	0	5	0	1	1	0	5	11	0	0	0	0	3
0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	1	2	1	0	1	0	12	3	1	0	12	0	0	1	0	0	0	93	0	5	0	1	2	4	0	0	0	0	1	2	0	1	0	0	0	3	0	0	0	2	6	0	1	10	0	0	1	1	1	10	5	0	0	0	2	0	0	0	0	3	1	1	0	1	3	6	0	0	0	27	11	0	3	3	2	8
19	1	16	1	13	25	6	0	35	1	3	0	18	10	0	6	3	22	6	6	4	7	0	7	1	31	5	6	4	9	0	3	223	1	14	2	5	11	3	0	0	8	0	1	12	0	9	1	0	0	9	3	1	7	1	5	1	4	11	0	4	1	1	9	30	19	1	2	3	0	0	1	3	2	5	1	0	0	6	7	3	3	1	0	6	16	3	0	0	1	13
0	0	8	0	4	3	0	0	8	0	1	4	1	4	0	0	2	7	1	0	0	11	5	4	0	1	0	1	12	0	0	0	48	0	11	0	1	5	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	1	5	0	1	6	4	2	0	0	0	10	8	1	1	0	2	0	0	0	0	3	0	3	0	1	8	1	1	0	0	25	21	1	6	2	2	4
0	0	0	7	0	0	0	0	2	0	0	4	0	5	0	0	0	1	0	0	0	3	20	1	0	6	0	0	1	0	0	1	53	0	6	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	5	0	1	8	1	4	0	0	1	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	10	4	2	5	1	1	6
0	10	31	24	6	1	0	2	6	1	0	12	5	3	0	0	1	10	0	2	2	5	14	4	0	12	1	0	9	0	0	1	41	0	9	0	0	3	1	0	0	0	0	0	1	0	6	0	1	0	2	2	0	0	0	3	1	1	13	0	6	0	2	1	13	5	1	1	0	0	0	0	0	5	0	1	1	1	0	0	0	1	0	0	9	8	1	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	3	1	1	0	4	0	0	0	0	0	2	38	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	1	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	17	4	1	9	0	0	9
0	0	32	0	1	4	0	0	4	2	6	0	3	3	2	3	1	4	0	0	0	10	0	2	3	0	0	2	0	0	0	0	79	2	7	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	4	0	2	2	0	0	1	0	0	11	4	0	6	1	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	7	3	0	0	0	0
45	0	1	0	0	0	0	0	4	0	2	0	2	0	0	0	0	10	2	0	0	4	0	1	0	4	2	0	0	0	0	1	5	0	10	0	0	1	0	0	0	0	0	0	4	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0
0	1	22	0	3	6	0	0	9	3	0	1	3	4	0	0	0	6	1	0	0	4	3	2	0	2	0	1	5	0	2	0	37	1	6	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	1	6	4	2	0	0	0	7	4	0	0	0	1	0	0	0	1	2	0	2	1	0	1	0	1	0	0	11	4	0	1	0	1	4
0	0	22	7	7	5	0	6	14	4	0	16	5	8	1	1	3	8	2	0	1	23	14	10	1	4	1	0	15	0	0	0	78	0	15	0	0	3	2	0	2	0	0	0	3	0	2	0	1	0	10	2	1	0	1	3	0	2	18	4	1	1	0	1	7	4	1	2	0	0	0	0	0	1	7	0	3	2	1	3	5	1	0	1	14	13	2	1	3	0	2
0	0	0	0	0	0	0	0	2	0	0	1	0	14	0	2	0	2	0	0	0	2	0	1	0	8	1	0	2	0	1	1	29	0	5	0	0	2	1	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	4	0	1	4	3	1	0	1	1	5	4	0	0	0	3	0	0	0	0	2	0	0	0	0	2	1	0	0	0	25	19	1	7	2	4	2
302	503	1	0	3	4	0	0	4	0	7	0	0	5	0	0	19	20	0	0	1	2	0	1	0	1	0	0	0	0	7	0	0	2	6	1	0	0	3	0	0	6	12	0	3	0	0	7	0	11	1	0	0	0	1	0	2	3	0	1	0	0	0	19	11	0	2	0	0	1	48	0	2	1	5	2	0	0	0	0	0	0	8	0	0	0	7	0	0	0	1
0	52	6	0	8	2	8	0	19	2	3	1	2	5	10	3	6	2	3	0	4	4	1	2	1	5	0	0	0	2	2	1	3	0	8	1	3	8	8	0	0	8	0	0	2	2	3	0	1	0	2	0	1	0	1	0	0	3	1	2	0	0	5	5	2	2	1	5	0	0	0	4	1	1	4	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0
9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	6	0	0	0	0	0	1	5	1	4	0	1	1	1	0	0	4	0	0	2	0	5	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0
29	0	8	0	10	0	2	1	11	2	7	0	1	2	1	2	4	5	0	1	2	1	2	4	2	9	0	0	5	0	1	4	2	1	19	2	0	4	3	0	0	1	0	0	10	2	2	0	0	0	8	1	0	0	3	0	1	1	3	2	0	0	3	7	2	6	0	2	0	0	0	0	6	4	3	0	0	0	0	2	0	0	2	0	0	4	1	0	0	0	2
0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	0	6	0	0	0	0	0	0	30	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	1	2	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	1	5	0	0	0	0	12	16	2	12	1	5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	1	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	4	0	0	4
21	0	8	8	0	3	0	1	6	2	4	0	2	1	2	1	0	7	1	1	1	3	2	1	0	5	0	0	0	0	0	3	8	0	7	2	1	2	0	0	0	1	1	0	8	0	4	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	6	0	0	1	0	0	0	1	1	2	7	0	0	0	1	0	1	0	0	0	0	3	5	0	0	0	0
0	0	3	0	0	0	0	0	1	0	0	0	1	4	0	0	0	1	0	0	0	1	2	1	0	1	0	0	0	1	0	0	33	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	3	0	0	8	0	0	0	1	0	6	2	0	0	0	1	0	0	0	0	4	0	0	0	0	3	1	0	0	0	21	15	2	2	3	0	3
1	10	1	0	4	1	2	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	3	0	0	5	0	1	0	3	0	4	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	7	4	0	0	0	0	1	1	1	0	1	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	8	0	1	0	1	2	1	0	6	0	0	0	0	0	0	27	0	4	0	0	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	7	0	0	11	3	1	0	0	1	2	7	1	0	1	0	0	0	0	0	1	1	0	1	2	6	0	0	0	0	16	18	0	5	8	0	3
0	0	5	0	8	13	0	0	3	3	1	29	3	4	0	1	0	13	0	0	0	7	8	5	0	0	1	2	11	1	1	0	64	0	13	0	2	3	0	0	0	0	0	0	1	6	3	0	0	0	6	0	1	0	0	2	0	0	7	3	0	0	0	1	4	2	1	0	0	2	0	0	0	0	1	0	1	4	0	1	0	0	0	0	11	17	0	0	0	3	0
19	0	1	2	0	0	0	0	1	0	0	0	1	1	0	0	0	2	1	1	0	1	1	1	0	4	0	0	1	0	0	1	16	0	14	0	0	0	0	0	0	0	0	0	6	1	2	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	6	0	0	0	0	0	0	1	1	0	1	0	0	1	2	0	0	0	0	0	1	1	2	0	0	0	0
0	0	1	0	0	0	0	0	4	0	1	1	2	3	0	0	2	5	0	0	0	3	31	0	0	20	0	0	11	0	0	5	47	0	7	0	1	2	4	0	0	0	0	1	2	0	1	0	0	0	1	4	2	1	0	10	0	2	17	2	1	1	0	0	2	11	0	0	0	1	0	0	0	0	3	5	1	4	1	8	1	0	0	0	11	20	0	16	0	0	6
0	2	10	0	6	7	11	0	17	0	2	0	1	10	0	2	2	6	1	1	0	3	0	5	2	0	1	2	2	1	6	0	14	2	7	3	4	6	5	2	1	1	0	0	4	1	0	0	1	0	2	0	1	0	0	5	0	1	3	1	0	0	0	3	10	3	0	4	0	2	0	0	1	15	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	1
0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	13	1	0	0	1	1	0	0	11	0	1	0	0	0	4	25	0	11	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	5	0	1	4	0	1	0	0	0	8	1	1	2	0	0	0	0	2	1	2	0	1	0	1	0	1	1	0	0	0	5	0	0	0	0	0
0	0	3	0	4	0	0	0	5	1	1	5	3	8	0	0	0	7	1	0	0	17	0	5	0	0	0	0	7	0	0	1	79	0	7	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	5	0	0	3	2	5	0	1	9	0	2	1	1	0	7	2	3	0	0	0	0	0	0	0	5	1	2	0	0	0	4	4	0	0	14	4	0	1	3	2	1
0	0	2	1	0	2	0	8	9	2	0	2	1	4	0	2	0	8	0	1	0	6	4	2	0	8	0	0	0	0	0	1	24	0	10	0	0	0	3	0	0	0	0	1	1	0	2	0	1	0	6	0	1	1	2	4	0	0	4	1	1	0	1	0	2	0	0	1	0	0	0	0	0	5	4	0	0	1	0	3	3	0	0	0	10	13	2	0	0	1	0
21	0	0	0	8	1	4	0	16	0	3	0	0	4	20	3	1	7	0	1	0	2	0	0	0	0	0	0	1	1	0	0	6	0	5	5	2	9	1	0	0	0	2	0	3	0	7	1	0	0	5	1	3	1	0	0	5	0	3	0	1	0	0	0	7	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	7	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	2	2	0	1	2	0	1
0	0	21	0	9	0	0	0	11	1	0	19	4	4	0	1	0	4	0	1	0	4	5	6	0	0	3	0	11	3	3	0	67	0	8	0	0	5	1	0	2	0	0	0	2	1	0	0	1	0	10	1	0	0	0	4	0	1	12	6	0	4	0	2	11	0	5	1	0	3	0	0	0	2	6	0	9	1	1	0	1	1	0	2	11	12	2	0	3	2	0
0	239	1	0	7	15	11	0	17	0	8	2	0	5	0	0	9	26	1	2	1	7	0	5	2	0	2	1	1	0	4	0	14	2	9	3	4	2	0	0	0	5	0	0	0	2	3	0	1	0	7	1	0	0	0	1	0	1	3	0	0	0	0	1	13	0	2	0	0	4	0	10	1	12	4	0	0	0	0	1	0	0	0	0	4	0	4	0	0	0	0
4	0	21	0	13	3	4	4	18	6	2	3	3	13	1	0	3	4	2	2	0	3	18	5	1	11	1	0	5	1	1	3	25	1	25	0	1	4	16	1	1	5	1	0	9	4	2	1	0	0	4	1	1	0	10	4	2	4	8	8	0	0	0	14	14	8	1	1	0	0	0	0	1	2	5	1	1	2	0	0	1	0	0	0	7	14	3	2	1	0	1
28	0	4	3	1	0	0	3	2	0	2	0	4	0	0	0	0	12	0	0	0	2	1	0	1	12	0	1	3	0	0	4	66	0	16	1	2	7	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	5	0	0	3	0	1	1	1	0	4	1	1	0	0	0	0	1	2	0	0	0	0	1	0	1	1	0	0	0	0	4	1	0	0	0	1
10	0	5	0	7	5	14	0	24	0	12	3	0	4	7	6	3	10	0	2	2	1	4	0	0	2	1	3	1	2	1	0	61	0	4	3	0	0	5	0	1	0	1	1	9	2	5	1	5	0	6	0	1	0	0	0	0	0	13	0	0	0	0	0	6	0	1	1	0	0	0	0	0	4	2	0	0	1	0	0	0	0	0	1	4	1	0	0	0	0	0
0	0	7	0	0	0	0	4	19	0	1	3	5	6	0	0	0	5	2	1	0	18	29	18	0	9	1	0	2	0	1	0	52	0	9	0	1	5	1	0	0	0	0	0	2	0	9	0	1	0	5	1	0	0	2	5	0	1	16	0	5	0	0	2	12	3	4	1	2	0	0	0	0	4	3	0	1	3	0	1	0	0	0	0	18	16	1	0	1	0	1
0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	4	1	2	0	5	0	0	1	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	12	5	3	1	1	0	0
1	0	9	0	19	2	0	2	15	6	0	1	1	8	1	0	5	7	1	5	0	2	1	7	2	12	0	1	2	1	5	5	23	0	10	2	2	2	13	0	0	7	3	0	7	6	7	0	1	0	0	1	0	0	2	0	1	2	2	3	2	0	4	3	5	5	0	2	1	0	0	0	1	2	2	0	1	1	0	2	0	0	1	0	3	14	6	1	0	0	4
0	0	0	0	0	0	0	0	2	0	0	3	0	4	0	0	0	8	0	0	0	6	4	1	0	15	0	0	1	1	0	0	29	0	2	0	0	5	2	0	0	0	0	0	0	0	2	1	0	0	3	2	1	0	0	4	0	1	13	0	0	1	1	0	3	8	0	0	6	0	0	0	0	0	0	3	0	0	3	4	0	2	0	1	12	9	1	8	1	5	8
29	0	18	0	6	1	5	0	2	1	1	2	5	2	4	0	3	4	1	0	0	2	4	3	0	7	0	0	1	3	2	1	14	0	15	1	1	2	4	0	0	1	0	0	3	0	3	1	1	0	1	2	0	0	0	0	0	2	5	1	1	0	0	5	7	1	0	0	0	1	0	2	1	3	3	0	0	0	0	0	0	0	1	0	2	4	3	1	0	0	6
0	9	6	0	4	0	0	0	1	0	0	0	2	0	2	1	0	3	1	0	0	5	0	3	1	1	0	0	0	0	0	2	12	0	3	0	0	0	0	0	0	0	0	1	6	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	4	0	0	4	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0
